410	3.0
420	3.5
430	6.0
440	6.5
450	9.0
460	9.5
470	12.0
480	13.0
510	3.5
520	4.0
530	6.5
540	7.0
550	9.5
560	10.0
570	13.0
580	14.0
610	4.0
620	4.5
630	7.5
640	8.0
650	10.0
660	10.5
670	14.0
680	15.0
710	5.0
720	5.0
730	8.0
740	8.5
750	10.5
760	12.0
770	16.0
780	17.0
910	6.0
920	6.5
930	8.5
940	9.0
950	11.5
960	12.5
970	17.0
980	18.0
